accident_id,date_time,location_lat,location_lon,severity,temperature,rain,visibility,Speed_Limit,traffic
A-501621,2017-07-25 15:49:22,41.856972,-87.972862,1.0,21.25,0.0,10.0,4,1
A-3295879,2017-09-08 09:29:29,32.837387,-97.122971,1.0,22.35,0.0,10.0,30,1
A-3304251,2017-09-13 14:55:17,38.222847,-85.505775,2.0,17.8,8.7,10.0,50,0
A-2045979,2019-06-11 06:56:58,37.510475,-121.971466,1.0,30.0,0.0,10.0,65,1
A-2068198,2019-06-24 23:19:38,41.512058,-74.069862,1.0,20.2,0.0,10.0,65,1
A-985182,2021-06-30 00:09:31,34.026756,-118.430122,2.0,21.75,0.0,10.0,65,0
A-4460621,2023-01-12 18:07:00,37.111447,-121.620024,1.0,14.15,2.9,10.0,65,0
A-579656,2022-06-29 15:47:10,35.43524199999999,-97.516167,0.0,25.2,0.0,10.0,30,2
A-2257896,2019-02-01 10:10:22,35.559162,-82.639503,2.0,3.45,0.0,10.0,60,0
A-2744336,2018-06-06 15:54:09,41.837982,-72.66529799999998,2.0,14.75,0.1,10.0,65,0
A-5536830,2021-06-12 17:20:46,32.839287,-80.740902,1.0,26.3,8.7,10.0,70,0
A-5787881,2021-10-27 16:23:56,40.905334,-73.878303,1.0,13.55,30.4,10.0,25,1
A-5884400,2021-08-01 21:28:00,36.76034,-119.426359,1.0,32.7,0.0,10.0,50,0
A-7528307,2018-08-31 07:00:44,32.878820000000005,-96.51348,1.0,30.05,0.0,10.0,4,1
A-6540896,2021-01-20 16:34:30,33.912459000000005,-118.179476,1.0,19.45,0.2,10.0,50,0
A-3203020,2017-11-23 15:19:32,34.989326,-81.965546,2.0,7.15,0.0,10.0,60,0
A-6811367,2020-11-20 13:44:30,25.733235,-80.33337,1.0,23.45,2.2,10.0,35,1
A-5560343,2021-09-21 13:30:33,29.934328000000004,-90.102745,1.0,26.5,2.5,2.0,35,1
A-1946307,2019-07-01 04:46:05,34.117828,-118.337334,1.0,21.55,0.0,10.0,55,1
A-7103380,2020-06-20 19:28:00,34.277840000000005,-118.507974,1.0,21.15,0.0,10.0,50,1
A-6392444,2021-01-13 12:37:00,25.902458,-80.29225100000002,1.0,20.5,0.0,10.0,5,1
A-4917596,2022-12-13 08:24:35,26.650649,-80.068359,1.0,21.2,0.1,10.0,65,0
A-2694026,2018-07-09 16:42:23,41.880013,-91.831184,1.0,24.9,0.0,10.0,65,0
A-1849979,2019-11-29 17:17:39,41.737751,-72.662849,1.0,1.45,0.0,10.0,40,1
A-791967,2021-12-06 08:34:30,35.020527,-89.898331,1.0,12.8,26.4,10.0,5,1
A-5061243,2022-07-14 15:44:45,28.507646,-81.485558,1.0,27.75,20.9,10.0,45,1
A-6127258,2021-12-26 12:03:30,25.732155,-80.38143000000002,1.0,21.65,0.1,10.0,35,1
A-7434265,2019-03-28 23:51:46,38.631401,-90.258374,2.0,15.5,1.1,1.5,60,0
A-3475548,2016-09-12 06:13:45,40.82368,-73.87745,1.0,19.45,0.0,10.0,50,0
A-4618516,2022-04-07 12:52:20,35.173492,-80.79731,1.0,20.4,4.4,10.0,35,1
A-881488,2021-09-28 09:23:12,40.170212,-74.10125699999998,1.0,21.5,1.9,10.0,50,1
A-2386844,2018-12-09 19:46:58,30.17654000000001,-82.66423,1.0,17.95,14.9,10.0,45,1
A-3237259,2017-10-10 07:56:27,34.050308,-117.916847,1.0,22.4,0.0,10.0,45,1
A-7349262,2019-10-21 15:57:00,40.72227,-112.04651,1.0,6.65,0.1,10.0,35,1
A-7663776,2017-11-24 17:44:37,40.69465,-73.54139,1.0,3.85,0.0,10.0,55,0
A-5652029,2021-12-16 12:00:00,25.685389,-80.38453,1.0,24.4,0.3,10.0,5,1
A-1553812,2020-04-13 20:55:19,33.951874,-83.687965,1.0,19.35,30.1,10.0,40,1
A-2340343,2019-01-16 05:38:09,33.294059999999995,-79.944344,1.0,9.1,0.0,2.5,40,1
A-7568696,2018-06-06 07:23:45,37.364222,-122.123535,1.0,15.95,0.0,10.0,65,0
A-7102601,2020-06-20 06:07:01,33.50786,-112.3408,0.0,32.55,0.0,10.0,35,2
A-7769839,2019-08-06 15:22:18,34.0352,-118.02642,1.0,26.4,0.0,10.0,65,0
A-2640045,2018-08-10 09:03:13,33.904446,-118.364151,1.0,25.6,0.0,10.0,50,1
A-479164,2017-06-01 13:10:12,39.719009,-84.21461500000002,2.0,17.85,0.0,10.0,55,0
A-6067608,2021-10-22 11:38:00,39.674021,-75.65402399999998,1.0,18.3,0.0,10.0,40,1
A-777875,2021-12-15 08:15:10,42.007256,-89.020844,2.0,13.95,0.8,5.0,70,0
A-4884335,2022-07-26 17:34:00,34.27337,-118.577693,1.0,23.95,0.0,10.0,40,1
A-4497698,2022-06-01 23:30:00,39.827423,-84.423978,1.0,24.35,0.9,10.0,35,1
A-4364629,2022-12-23 18:24:00,39.560688,-83.712987,1.0,-9.3,11.9,1.0,5,1
A-6119009,2021-07-08 23:15:00,39.042352,-121.034548,1.0,28.65,0.0,10.0,45,1
A-3238232,2017-10-11 05:59:10,37.657776,-77.448975,2.0,25.05,29.1,3.0,70,0
A-6069055,2021-11-03 13:54:00,28.552933000000003,-81.411763,1.0,22.05,0.0,10.0,40,1
A-2990213,2018-02-05 11:56:19,35.238567,-80.919891,1.0,4.45,0.0,10.0,55,1
A-1605054,2020-01-22 08:32:16,39.728668,-75.468979,1.0,-0.9,0.0,10.0,25,1
A-5481236,2021-08-13 06:12:00,34.142924,-118.36736,1.0,25.65,0.0,10.0,55,0
A-2016360,2019-08-11 15:34:31,34.520168,-82.650932,1.0,28.35,0.1,10.0,40,1
A-579644,2022-06-29 17:46:52,40.82196,-74.481392,1.0,23.2,0.0,10.0,5,1
A-5852854,2021-11-03 16:24:00,39.40455794315622,-77.4356639381531,1.0,5.65,0.0,10.0,60,0
A-2777818,2018-06-22 06:01:57,44.899174,-122.940132,1.0,20.05,0.1,10.0,55,1
A-2048722,2019-06-13 06:12:38,42.840961,-85.678009,1.0,14.9,34.8,5.0,30,1
A-3732005,2022-05-19 17:16:57,39.012881,-77.133259,1.0,21.5,3.7,10.0,65,0
A-3418514,2016-03-30 15:10:05,33.73939,-116.23043,1.0,15.1,0.0,10.0,70,0
A-2425873,2018-10-31 15:15:49,32.649048,-96.707703,2.0,20.05,29.9,10.0,65,0
A-2362352,2019-01-27 07:23:47,42.383179,-83.178268,2.0,-10.35,3.7,5.0,5,0
A-5636292,2021-06-20 13:12:00,30.322862,-81.770271,1.0,27.1,15.4,4.0,45,1
A-5180139,2022-10-02 02:38:00,38.641969,-121.145817,1.0,21.85,0.0,10.0,65,0
A-6715065,2020-12-20 02:26:00,38.370941,-77.465769,1.0,1.9,0.9,10.0,35,1
A-5808971,2021-09-11 16:17:30,33.777183,-117.89921,1.0,25.85,0.0,10.0,65,0
A-2362809,2019-01-27 10:16:54,38.44228,-122.721657,1.0,12.45,0.0,10.0,65,1
A-7508775,2018-11-26 11:34:22,43.35809,-83.86717,2.0,0.75,13.7,0.5,50,0
A-958712,2021-07-27 08:32:39,41.834911,-71.416199,2.0,25.35,0.0,10.0,65,0
A-3327112,2017-09-22 08:15:12,30.493252,-97.917458,1.0,27.05,2.1,10.0,50,1
A-4791719,2022-04-02 16:52:00,25.748356,-80.335763,1.0,25.45,6.4,10.0,30,1
A-6323239,2021-05-07 13:52:30,45.541166,-122.472311,1.0,10.6,4.8,10.0,50,0
A-7411642,2019-09-08 10:16:36,29.7085,-95.2684,1.0,28.65,0.0,10.0,60,0
A-1244612,2020-12-01 07:15:53,41.422218,-81.734566,1.0,1.0,34.9,0.75,35,1
A-2195711,2019-04-01 03:38:50,41.109215,-78.537903,2.0,-2.3,0.0,10.0,60,0
A-4935626,2022-11-22 18:03:18,35.12341,-81.239584,1.0,7.3,0.0,10.0,45,1
A-6691244,2020-12-19 14:28:00,25.899987,-80.161937,1.0,19.9,0.0,10.0,4,1
A-7274001,2020-02-24 06:47:00,40.73635,-74.08508,1.0,5.9,0.0,10.0,5,1
A-2962548,2018-03-22 09:37:11,33.121887,-79.873299,1.0,8.45,0.0,7.0,40,1
A-1898863,2019-09-07 12:35:31,29.83046,-95.548271,1.0,30.8,0.0,10.0,60,1
A-7415909,2019-09-11 20:22:00,36.888129,-121.806635,1.0,17.6,0.0,10.0,35,1
A-3059778,2018-01-11 20:40:20,38.279793,-85.63634499999998,2.0,12.6,6.7,10.0,35,0
A-2501174,2018-10-05 16:11:35,41.285088,-96.033478,1.0,10.85,4.4,2.0,40,1
A-5891105,2021-06-19 05:12:00,33.45315,-112.169137,1.0,38.95,0.0,10.0,25,1
A-2366275,2019-01-29 15:31:20,36.07069,-78.737267,1.0,6.95,6.9,7.0,45,1
A-5124004,2022-09-12 06:22:00,34.1784,-84.760544,1.0,23.15,11.3,9.0,70,0
A-6926684,2020-10-02 22:04:48,38.614932,-77.299329,1.0,16.4,12.3,10.0,65,0
A-2721744,2018-07-24 15:52:33,29.744165,-95.361115,2.0,30.05,0.2,10.0,50,0
A-4037647,2022-05-20 14:40:00,34.068013,-118.256202,1.0,17.2,1.3,10.0,55,0
A-5602753,2021-07-30 21:41:30,28.384762,-81.50609,1.0,27.1,3.0,10.0,40,1
A-433981,2017-04-27 19:33:17,30.423201,-97.672539,1.0,19.25,0.0,10.0,55,0
A-2219587,2019-03-14 09:24:58,36.15398,-86.792686,1.0,19.75,10.9,10.0,35,1
A-4874350,2023-01-02 08:01:00,40.42102933,-80.09431243,1.0,10.15,4.3,4.0,55,0
A-5476903,2021-08-04 11:17:50,35.26681065542571,-90.23001551585088,1.0,24.1,0.0,10.0,60,0
A-3142169,2017-12-20 17:19:24,30.420996,-91.140549,1.0,21.35,4.5,10.0,40,1
A-7325360,2019-12-22 13:14:00,38.675153,-121.20239,1.0,10.55,8.5,7.0,45,1
A-5109505,2022-04-19 09:53:30,28.052117,-82.73883000000002,1.0,21.5,0.0,10.0,55,0
A-4627209,2022-09-12 00:49:00,42.403297,-83.072487,1.0,18.85,7.4,10.0,35,1
A-2012773,2019-08-09 13:54:35,33.81015,-81.00748399999998,2.0,30.85,0.0,10.0,60,0
A-1680949,2019-12-27 18:52:08,35.460506,-97.63578,1.0,9.85,1.7,9.0,65,1
A-1809462,2019-11-09 09:38:48,39.130219,-104.8638,2.0,7.45,0.0,10.0,75,0
A-5687448,2021-03-10 06:49:00,31.588276,-97.109717,1.0,21.2,0.0,10.0,65,0
A-2877927,2018-04-11 19:11:46,38.879219,-77.303635,1.0,6.7,0.0,10.0,35,1
A-3868451,2022-10-11 13:42:30,33.596717,-111.931029,1.0,26.65,0.0,10.0,45,1
A-218090,2016-07-01 14:33:21,41.394402,-73.59630600000001,2.0,21.9,7.7,10.0,55,0
A-3656954,2023-03-30 13:14:00,37.59867,-122.060772,1.0,8.35,3.2,10.0,65,0
A-4056043,2022-08-14 15:59:30,39.046185,-94.652615,1.0,28.15,0.0,10.0,55,0
A-487457,2017-06-20 12:52:14,32.919437,-96.817986,1.0,26.0,0.6,10.0,30,1
A-6934949,2020-10-25 21:19:00,33.498054,-117.658499,1.0,18.35,1.9,10.0,65,0
A-6076274,2021-06-14 18:49:59,33.007883,-80.236257,1.0,25.75,0.5,10.0,40,1
A-3026952,2018-02-22 09:27:53,39.811073,-86.041473,1.0,5.55,9.2,10.0,25,1
A-805665,2021-11-24 08:27:59,37.736012,-121.620079,1.0,10.35,0.0,10.0,65,1
A-7240763,2020-01-28 00:35:00,44.85936,-93.39432,1.0,-6.9,0.0,6.0,55,1
A-5561224,2021-10-29 13:33:52,34.049434000000005,-81.123046,1.0,15.9,1.3,10.0,40,1
A-2788330,2018-06-28 09:30:59,42.465679,-87.97219799999998,1.0,23.6,1.4,10.0,30,1
A-6492385,2021-01-29 01:52:00,37.670039,-121.45328700000002,1.0,9.05,10.0,10.0,70,0
A-785534,2021-12-09 05:27:10,43.231091,-77.65907299999998,1.0,-1.95,0.0,7.0,35,1
A-4080869,2022-12-24 10:51:00,44.954486,-93.18784,1.0,-18.95,0.0,10.0,55,0
A-7561113,2018-07-16 16:21:38,41.72056,-87.71647,2.0,25.6,8.4,10.0,50,0
A-511700,2017-07-18 10:51:07,47.661369,-122.32196,2.0,18.5,0.0,10.0,30,0
A-5734801,2021-12-04 18:41:30,33.99041,-117.905497,1.0,13.85,0.0,7.0,40,1
A-2175669,2019-04-18 16:43:09,36.14423,-86.694878,2.0,20.1,0.1,10.0,70,0
A-4935495,2022-09-29 18:36:37,47.02067,-114.251344,1.0,19.1,0.9,10.0,50,0
A-3978008,2023-01-05 13:18:00,39.343011,-120.337151,1.0,-0.45,52.4,3.0,65,0
A-3430663,2016-10-21 15:32:25,29.93773400000001,-95.467368,1.0,20.8,0.0,10.0,65,0
A-1124359,2021-03-10 17:25:58,35.8801,-78.573288,1.0,12.9,0.0,10.0,30,1
A-1901932,2019-09-09 02:51:05,47.107666,-122.580414,2.0,15.9,10.8,10.0,60,0
A-3529727,2017-01-06 16:01:23,34.26225,-118.43997,1.0,10.7,0.4,10.0,60,0
A-690069,2022-03-03 09:00:50,39.848862,-104.985664,1.0,7.7,0.0,75.0,55,1
A-4742823,2022-10-15 15:37:49,40.78125,-73.598775,1.0,14.15,0.0,10.0,40,1
A-25127,2016-10-17 19:55:08,37.955921,-121.744896,2.0,15.6,1.8,10.0,45,0
A-1030303,2021-05-26 11:34:30,30.1294,-95.229248,2.0,25.2,4.4,10.0,70,0
A-1686338,2019-12-31 17:25:44,37.991882,-122.30793,2.0,9.85,0.0,10.0,65,0
A-3852067,2022-03-10 12:42:00,37.595986,-122.058843,1.0,13.25,0.0,10.0,65,0
A-548556,2022-08-02 06:55:38,41.815788,-88.204971,0.0,24.25,0.0,10.0,50,1
A-3739716,2022-04-05 14:06:00,33.949176,-118.278395,1.0,18.1,0.0,10.0,35,1
A-3771478,2022-11-12 23:29:31,40.700071,-74.15482800000002,1.0,18.45,2.6,10.0,5,1
A-6891308,2020-12-31 22:59:34,41.726756,-72.765065,1.0,3.85,6.8,10.0,4,1
A-6387195,2021-01-16 23:34:59,42.423043,-122.831337,1.0,7.05,0.0,2.0,45,1
A-6620187,2020-12-21 23:21:00,40.361388,-78.419538,1.0,1.8,0.3,10.0,45,1
A-1190398,2021-01-18 07:22:41,45.07975,-123.43338,1.0,6.75,0.0,1.0,35,1
A-1913344,2019-09-15 06:16:03,33.545818,-112.134308,1.0,31.1,0.8,10.0,25,1
A-81750,2016-10-05 12:28:35,33.91449,-117.882683,1.0,20.5,0.0,10.0,5,1
A-1411346,2020-08-04 04:25:09,32.774864,-96.786819,2.0,28.15,0.0,10.0,60,0
A-83954,2016-10-14 13:03:14,34.023918,-118.173958,1.0,19.65,0.0,4.0,35,1
A-970087,2021-07-13 08:47:44,29.63756,-95.327766,1.0,26.1,5.9,10.0,40,1
A-1177708,2021-01-27 06:54:05,35.22419,-80.86377,1.0,10.8,1.7,6.0,40,1
A-2612467,2018-09-27 07:35:52,38.101711,-121.178261,1.0,23.6,0.0,10.0,50,1
A-7550535,2018-08-20 15:13:44,45.69118,-120.431516,1.0,28.4,0.0,1.8,70,0
A-4137935,2022-12-26 19:49:41,40.594787,-86.971674,1.0,-6.75,0.6,4.0,25,0
A-5828868,2021-06-21 13:11:23,32.706758,-97.245133,1.0,29.35,4.0,7.0,45,1
A-967837,2021-07-19 15:09:06,28.181976,-81.744141,2.0,26.65,11.0,10.0,20,0
A-1183216,2021-01-23 20:28:36,32.791039000000005,-96.753426,2.0,11.35,0.4,2.0,45,0
A-1808895,2019-11-08 09:56:07,34.393005,-118.571175,2.0,21.25,0.0,10.0,65,0
A-307935,2016-12-23 20:51:21,47.718395,-117.40274,1.0,-3.0,3.9,1.0,30,1
A-2345045,2019-01-18 19:22:24,36.834087,-76.13780200000002,2.0,6.6,0.9,10.0,40,0
A-434721,2017-05-02 17:06:08,29.587128000000003,-98.377556,1.0,22.5,0.0,10.0,55,0
A-817961,2021-11-16 08:03:19,36.085911,-86.700035,1.0,13.3,0.1,10.0,40,1
A-756292,2021-12-31 02:22:33,39.957062,-105.165047,2.0,-0.15,6.1,10.0,65,0
A-3201590,2017-11-22 20:58:07,30.43695300000001,-91.084488,1.0,14.55,1.3,10.0,35,1
A-2329363,2019-01-10 23:24:21,41.88427,-87.76332099999998,1.0,-6.1,0.0,10.0,40,1
A-7209172,2020-03-03 07:38:00,35.25049,-80.84489,0.0,11.9,16.9,6.0,55,1
A-2205024,2019-03-06 09:44:48,33.436771,-112.108467,1.0,21.2,0.6,10.0,40,1
A-7045907,2020-05-22 18:28:27,38.59163,-89.84635,2.0,20.4,0.0,10.0,45,0
A-201937,2017-01-26 09:50:40,41.468971,-73.05143000000002,1.0,6.1,1.4,10.0,35,1
A-2422249,2018-12-31 08:08:41,34.575886,-77.902275,2.0,17.25,0.3,10.0,70,0
A-6021712,2021-06-15 16:30:00,29.678956,-81.579462,1.0,26.5,8.8,10.0,55,0
A-2628701,2018-08-06 12:53:06,41.217251,-96.004662,1.0,24.5,11.8,10.0,40,1
A-7358374,2019-10-27 14:07:00,34.11122,-118.18046,1.0,20.7,0.0,10.0,35,1
A-6617409,2020-09-10 14:09:30,27.961698,-82.746137,1.0,27.55,15.8,10.0,40,1
A-3807447,2022-03-16 22:09:00,34.216835,-119.033426,1.0,16.05,0.0,5.0,55,0
A-321771,2017-02-07 17:12:31,26.368399,-80.118271,2.0,23.45,2.5,10.0,30,0
A-5010590,2023-02-14 15:54:00,33.869633,-118.055118,1.0,12.35,1.0,10.0,65,0
A-915955,2021-09-01 09:15:48,32.759796,-117.188293,2.0,21.1,0.0,10.0,65,0
A-4349420,2022-12-18 16:41:00,30.315638,-81.752026,1.0,10.6,0.0,10.0,35,1
A-6338776,2021-10-21 13:15:00,25.796815,-80.329708,1.0,26.0,0.3,10.0,40,1
A-7203988,2020-04-29 12:44:23,42.49847000000001,-71.11825999999998,1.0,6.8,0.0,10.0,65,1
A-400454,2017-04-28 19:20:38,38.466824,-122.727684,1.0,15.3,0.0,10.0,65,0
A-4981255,2022-05-04 08:08:30,38.866742849164645,-94.5268070693277,1.0,11.65,8.3,10.0,65,0
A-6029625,2021-08-24 19:14:30,39.023437,-94.214322,1.0,29.85,0.0,10.0,70,0
A-1990758,2019-07-27 11:46:03,43.054623,-83.67394300000002,2.0,25.2,0.7,10.0,5,0
A-2951055,2018-03-16 08:19:44,47.6404,-122.19709,1.0,7.3,0.0,10.0,30,1
A-1565943,2020-04-26 12:04:14,35.752441,-78.592606,2.0,18.15,1.3,10.0,55,0
A-2014280,2019-08-08 17:24:08,30.154331,-95.449867,2.0,31.15,0.9,10.0,50,0
A-4315477,2022-01-16 01:58:00,36.638792753044896,-121.6028487676544,1.0,15.5,0.0,10.0,65,0
A-7717976,2019-05-04 08:35:54,42.180512,-121.824667,1.0,14.7,0.0,10.0,60,0
A-2040298,2019-06-07 15:03:11,34.036156,-118.376724,2.0,20.1,0.0,10.0,35,0
A-1983972,2019-07-23 09:28:10,33.810188000000004,-118.287041,2.0,23.55,0.0,10.0,65,0
A-3497289,2016-09-08 08:36:49,26.164620000000006,-80.219665,1.0,27.8,5.1,10.0,40,1
A-3042781,2018-01-03 10:44:22,39.765289,-86.20649,1.0,-12.85,0.2,10.0,4,1
A-1615536,2020-01-28 17:22:22,35.246723,-80.89694200000002,1.0,5.65,0.0,10.0,60,1
A-3252764,2017-10-18 17:53:44,30.320972,-81.70536,2.0,21.35,0.2,10.0,55,0
A-2670929,2018-08-27 08:41:49,33.131405,-96.824966,1.0,30.75,0.0,10.0,70,1
A-3655046,2023-03-21 09:25:00,35.27676702,-80.80801606,1.0,6.95,0.0,10.0,60,0
A-4132182,2023-01-01 13:36:00,42.078423,-73.97437099999998,1.0,6.15,2.4,10.0,65,0
A-1530122,2020-03-16 08:37:40,35.22385,-80.74503299999998,1.0,9.75,0.1,8.0,5,1
A-722138,2022-02-04 07:35:50,37.5788,-77.479897,1.0,12.65,24.1,5.0,35,1
A-7455728,2019-01-01 18:22:00,41.74753,-88.16734,2.0,0.0,5.9,7.0,45,0
A-1723198,2019-12-18 05:09:09,42.91264,-85.608162,1.0,-5.35,1.7,10.0,45,1
A-5629267,2021-04-11 15:52:00,41.593999,-124.09831,1.0,10.6,0.0,4.0,55,0
A-3981032,2022-02-11 11:12:00,46.011911,-95.769675,1.0,-7.4,1.9,0.5,4,1
A-1313688,2020-09-25 11:22:19,28.53417,-81.383698,2.0,26.5,7.1,10.0,25,0
A-4936668,2022-05-28 16:19:00,28.421363,-81.402794,1.0,26.35,6.2,10.0,35,1
A-5157040,2022-12-17 11:32:00,34.358476,-84.889778,1.0,5.75,0.0,10.0,35,1
A-7317951,2019-12-17 07:47:44,48.03179,-122.75825,1.0,7.15,0.1,10.0,40,1
A-1369046,2020-09-01 08:54:00,28.19589,-82.353638,1.0,27.45,7.4,10.0,50,1
A-4352297,2022-09-11 18:32:15,30.425727,-97.715969,1.0,27.4,1.1,10.0,65,0
A-2510700,2018-10-10 10:23:07,28.227703,-82.666046,1.0,25.9,18.9,10.0,45,1
A-2521567,2018-10-16 06:34:59,38.806553,-90.836021,1.0,7.5,0.0,2.0,65,1
A-4299173,2022-09-14 19:20:00,40.44821500000001,-122.256705,1.0,22.15,0.0,10.0,40,1
A-850845,2021-10-25 08:28:26,44.26284,-94.90667,1.0,5.8,0.0,10.0,45,1
A-2898472,2018-04-20 11:40:53,34.018593,-80.96629300000002,1.0,14.05,0.0,10.0,35,1
A-410571,2017-04-10 14:23:28,28.36438,-80.70025600000002,1.0,22.45,0.0,10.0,35,1
A-215549,2016-08-31 06:20:08,40.844097,-72.723984,1.0,24.45,0.5,10.0,55,1
A-156836,2016-08-26 14:15:33,33.716503,-85.02712199999998,2.0,26.8,0.3,10.0,35,0
A-5459434,2022-05-14 03:32:00,41.05513,-124.133064,1.0,14.3,5.1,0.75,40,1
A-1140941,2021-02-24 07:10:17,30.224077,-92.05468,1.0,16.25,0.6,10.0,40,1
A-4618880,2022-04-14 13:46:00,34.067478,-117.592127,1.0,16.25,0.0,10.0,65,0
A-7057022,2020-06-25 08:58:58,39.26035,-76.70279000000002,1.0,22.5,0.7,10.0,55,1
A-5215175,2022-09-23 13:54:00,30.440731,-91.188384,1.0,28.7,0.1,10.0,35,1
A-7635234,2018-01-19 11:48:15,35.70541,-78.61079000000002,2.0,-0.2,0.0,10.0,35,0
A-3521931,2016-06-18 18:41:38,40.581009,-74.330632,2.0,21.85,0.0,10.0,5,0
A-6429798,2021-02-11 13:13:00,28.375112,-82.68296,1.0,20.45,0.3,10.0,50,0
A-6363331,2021-01-12 14:26:00,34.020205,-117.81499,1.0,14.9,0.0,10.0,60,0
A-4740201,2022-04-12 11:04:00,31.738762,-106.264844,1.0,20.95,0.0,10.0,60,0
A-6874187,2020-10-18 23:18:00,28.582267,-81.28621700000002,1.0,24.85,5.0,9.0,45,1
A-5199014,2022-12-01 06:19:00,32.900503,-80.022017,1.0,11.7,0.0,10.0,50,0
A-5362368,2022-08-29 14:30:14,39.016531,-76.48604399999998,1.0,26.0,0.1,10.0,60,0
A-7185433,2020-04-19 16:50:18,33.5663,-112.2551,0.0,20.95,0.0,10.0,40,2
A-478189,2017-06-28 07:48:37,40.740101,-73.845428,2.0,19.8,0.0,10.0,45,0
A-7756710,2019-07-10 10:09:24,30.167043,-81.631714,1.0,27.75,4.3,10.0,50,0
A-220412,2016-07-27 09:24:20,42.293964,-71.482727,2.0,27.15,0.0,10.0,65,0
A-646654,2022-04-18 13:35:39,39.293373,-84.54774499999998,2.0,4.6,8.2,10.0,65,0
A-4238479,2022-10-04 16:00:24,28.466979,-81.417537,1.0,21.15,0.6,10.0,35,1
A-2113911,2019-05-21 08:25:50,42.441101,-83.35588100000002,1.0,11.0,0.0,10.0,45,1
A-2746916,2018-06-07 05:46:10,40.738014,-73.661766,1.0,15.8,0.0,10.0,55,1
A-794592,2021-12-03 09:16:27,25.924845,-80.30945600000003,1.0,19.35,0.0,10.0,50,1
A-5489718,2021-11-21 19:21:00,41.82903885821424,-112.17928290313635,1.0,0.45,0.0,10.0,60,0
A-748425,2022-01-13 15:25:41,32.983562,-96.712364,1.0,12.3,0.0,13.0,30,1
A-5141284,2022-08-17 13:05:00,28.426019,-81.398168,1.0,28.5,5.6,10.0,40,1
A-6026163,2021-06-21 23:51:00,30.72568058952939,-86.57474398571694,1.0,24.6,18.1,3.0,70,0
A-3198014,2017-11-21 11:49:52,27.580688,-82.190262,1.0,21.0,1.7,10.0,5,1
A-6036448,2021-06-09 20:01:00,30.38663,-97.647588,1.0,28.1,1.2,8.0,50,0
A-142460,2016-06-30 07:20:56,27.441093,-82.45920600000002,2.0,27.55,4.3,10.0,70,0
A-6557690,2021-01-27 02:12:09,34.791655,-92.39662,1.0,5.65,1.6,10.0,65,0
A-1047703,2021-05-13 01:16:18,33.867867,-118.000328,1.0,18.6,0.0,10.0,65,1
A-271806,2017-01-19 10:09:54,29.705967,-95.390182,1.0,16.6,23.5,7.0,4,1
A-7686680,2017-09-25 15:42:59,25.628559,-80.35599599999998,1.0,27.15,4.5,10.0,50,0
A-3142305,2017-12-20 07:41:51,36.086037,-86.699966,2.0,10.85,26.3,2.5,55,0
A-7407041,2019-09-04 09:41:43,29.732147,-95.26633,2.0,29.85,1.6,10.0,60,0
A-6463462,2021-01-26 16:40:00,38.879076,-77.260145,1.0,1.4,8.7,4.0,55,0
A-56213,2016-12-14 09:27:04,32.649471000000005,-117.10363,2.0,15.1,0.0,10.0,65,0
A-288708,2016-10-03 23:23:08,29.736166,-95.605843,1.0,23.65,0.0,10.0,50,1
A-183648,2016-10-21 21:44:40,42.984756,-83.73317,2.0,9.2,0.5,10.0,70,0
A-6594811,2020-10-21 12:05:00,40.205894,-75.22447199999998,1.0,18.35,0.1,3.0,35,1
A-4701778,2023-01-04 09:38:30,35.20882299999999,-80.799523,1.0,16.7,52.2,2.0,45,1
A-6771695,2020-10-09 23:53:00,28.545216,-81.59843000000002,1.0,26.35,13.6,10.0,70,0
A-817777,2021-11-16 07:50:35,37.667084,-122.395226,1.0,13.05,0.1,8.0,65,1
A-3522992,2016-04-29 08:17:30,39.150573,-84.5401,1.0,16.05,0.0,4.0,55,0
A-3173712,2017-11-08 17:47:56,25.761469,-80.36039,1.0,23.9,0.0,10.0,35,1
A-6660968,2020-11-06 03:18:43,41.23187100000001,-73.15651,1.0,14.5,0.0,3.0,55,0
A-1102881,2021-03-29 02:56:20,34.492081,-118.283417,1.0,18.25,0.0,10.0,60,1
A-1009533,2021-06-10 16:47:26,40.272171,-83.070778,1.0,23.5,13.0,10.0,55,1
A-5944771,2021-04-12 15:03:22,40.70654511432311,-74.18087840044889,1.0,8.5,17.7,10.0,5,1
A-4025997,2022-11-18 13:51:06,40.780382,-73.98791999999997,1.0,3.4,0.0,10.0,50,0
A-4200464,2022-09-23 22:54:00,27.221455,-81.944988,1.0,27.25,1.6,10.0,5,1
A-2493160,2018-10-02 17:28:27,32.658154,-86.249352,1.0,25.7,0.0,10.0,50,1
A-1799952,2019-11-05 21:06:50,37.185291,-113.136818,1.0,11.85,0.0,10.0,60,1
A-1842353,2019-11-25 17:58:04,39.95023,-83.015831,2.0,6.45,0.0,10.0,55,0
A-6674482,2020-10-05 18:13:16,29.697965000000003,-95.289605,1.0,23.15,0.0,10.0,60,0
A-7505075,2018-11-19 20:48:00,40.764317,-111.914071,1.0,1.45,0.0,10.0,70,0
A-5436759,2022-05-23 16:11:19,34.6759,-82.415363,1.0,20.5,28.9,10.0,35,1
A-4284467,2022-02-25 15:58:00,35.087654,-80.854681,1.0,14.75,0.7,10.0,45,1
A-421390,2017-04-18 10:41:07,40.976921,-73.698959,2.0,12.35,0.0,10.0,55,0
